rmse,mae,mape,mase,model,fold,n_test,arm
15.042148943547643,11.20135950329949,8.610400552972553,0.6492956225013943,rnn,0,64,full_dense_covariates
20.237468628379162,14.05124726765824,9.845250475045672,0.8144916104949373,cnn_cov,0,64,full_dense_covariates
17.52291721742448,12.191646883540528,8.789962518135289,0.7066984101558286,lstm_cov,0,64,full_dense_covariates
16.75139478530053,11.722236103316861,8.41748835778266,0.6794886447104456,gru_cov,0,64,full_dense_covariates
21.358392674573217,16.095137735756374,11.361564816285652,0.9329673306445794,rnn_cov,0,64,full_dense_covariates
33.743654218237836,18.15,21.43764349610528,1.0691261923247874,persistence,1,64,full_dense_covariates
36.7334125830966,20.762500000000003,23.10690702658165,1.2230155684927495,seasonal_naive_15,1,64,full_dense_covariates
77.89357712707064,64.08457107843137,73.06035938746707,3.7749032211487896,drift,1,64,full_dense_covariates
44.94696735783925,37.3065,39.00680446343849,2.197540291678495,rolling_mean_15,1,64,full_dense_covariates
49.51616836311511,40.519333740831286,45.295011911211816,2.3867923414805645,train_mean,1,64,full_dense_covariates
41.680455506474054,34.196445778508114,34.49956878783983,2.0143424719679026,ridge,1,64,full_dense_covariates
26.104999008659323,17.508713106018806,20.468182720781204,1.0313511722063355,random_forest,1,64,full_dense_covariates
26.120560610391497,17.131220529079435,19.602157270845932,1.0091149627620346,xgboost,1,64,full_dense_covariates
26.983040221684192,18.1799890129394,20.60830989700575,1.0708926958628306,cnn,1,64,full_dense_covariates
27.77098150372044,19.456083595690608,22.130963558233958,1.1460610783588683,lstm,1,64,full_dense_covariates
26.862904129126694,18.624047850475048,20.844260844913393,1.097049992509809,gru,1,64,full_dense_covariates
27.91191785186303,17.91020260532096,20.79027638582512,1.0550009209472335,rnn,1,64,full_dense_covariates
44.2636956480539,34.315172227424284,38.73512137173424,2.021336056334734,cnn_cov,1,64,full_dense_covariates
30.525906060480004,21.410637829364248,24.804622174576913,1.261194143126901,lstm_cov,1,64,full_dense_covariates
32.05327465645963,23.413936584808894,26.253027847239057,1.3791985051377837,gru_cov,1,64,full_dense_covariates
26.928804198599362,18.708609753234537,19.20619191823762,1.1020311134526735,rnn_cov,1,64,full_dense_covariates
25.596458739442845,15.056249999999999,16.473577587928816,0.8600852922488228,persistence,2,64,full_dense_covariates
21.245667793693848,12.65,12.528558745496499,0.7226287386930749,seasonal_naive_15,2,64,full_dense_covariates
54.639957218982815,48.06638771186441,36.0593398883858,2.7457828557910586,drift,2,64,full_dense_covariates
